Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%),predicted_risk,pred_high_risk_prob,actual_risk_category
Early years teacher,Education,Decreasing,Low,124731.83,Bachelor’s Degree,7,2794,5511,65.01,54.08,Australia,42.34,2,0.44310410979903697,1
Print production planner,Retail,Increasing,High,60996.73,High School,10,3336,7958,94.58,18.32,Australia,55.71,2,0.4430896446005014,0
Chiropodist,Transportation,Increasing,Low,115511.36,Associate Degree,4,248,9817,9.9,32.96,Brazil,46.13,2,0.4430847265289104,1
Tax inspector,Healthcare,Decreasing,Low,31736.26,High School,8,9937,8109,72.61,41.32,USA,76.55,2,0.44304456581250673,1
Barista,IT,Increasing,High,148257.76,High School,11,1143,3391,76.52,76.72,Canada,20.15,2,0.4430444091392533,2
Commercial horticulturist,Retail,Decreasing,Moderate,137952.83,Bachelor’s Degree,5,4132,225,17.71,54.84,USA,52.38,2,0.4430354699246026,1
"Physicist, medical",Entertainment,Decreasing,Moderate,99232.72,High School,20,3128,6389,21.29,46.33,Canada,35.0,2,0.44299258182974877,1
TEFL teacher,Entertainment,Increasing,Moderate,118944.32,High School,9,500,7528,47.11,74.05,USA,58.02,2,0.44298141122812,2
"Engineer, structural",Manufacturing,Increasing,High,117973.78,PhD,13,3670,6742,95.59,25.17,UK,70.59,2,0.4429793055839143,0
"Production assistant, radio",Manufacturing,Increasing,Low,91305.73,Associate Degree,2,8135,3141,45.39,56.23,Brazil,32.91,2,0.4429455198794109,1
Clinical molecular geneticist,Retail,Increasing,Low,84252.93,Associate Degree,16,207,2835,91.46,20.45,Germany,54.87,2,0.4429453664756993,0
Energy engineer,Manufacturing,Decreasing,Low,88002.93,Master’s Degree,19,2793,7768,71.61,25.62,Canada,51.03,2,0.4429452173691562,0
Community education officer,Retail,Increasing,Low,89757.04,PhD,15,3208,5270,30.83,1.41,India,50.24,2,0.4429423252384774,0
Animal nutritionist,Healthcare,Decreasing,Moderate,41058.14,Bachelor’s Degree,9,3764,6993,41.78,3.59,Canada,61.4,2,0.44293795811122433,0
Research scientist (maths),Finance,Decreasing,Low,71304.65,Master’s Degree,8,4847,5507,58.01,14.16,Canada,32.49,2,0.4429255371696085,0
Dietitian,Manufacturing,Increasing,Moderate,82371.58,Associate Degree,1,2924,2605,10.98,71.05,China,64.7,2,0.44292371363678035,2
Furniture designer,Transportation,Decreasing,Low,68177.07,Bachelor’s Degree,14,3100,7980,15.53,12.55,Canada,36.83,2,0.44292276016201276,0
Hospital doctor,Manufacturing,Decreasing,High,79823.7,High School,18,2327,7776,51.42,14.59,Australia,46.98,2,0.4429014187182786,0
Environmental consultant,IT,Increasing,High,119246.27,Bachelor’s Degree,20,507,6283,15.51,94.06,USA,50.89,2,0.4428832118821174,2
Call centre manager,Transportation,Decreasing,Moderate,53334.98,Associate Degree,13,9974,7367,28.37,22.68,USA,21.45,2,0.44278493083719245,0
"Engineer, control and instrumentation",Entertainment,Decreasing,Moderate,44505.55,Associate Degree,12,5425,6224,34.4,41.26,UK,21.77,2,0.442779696316902,1
Early years teacher,Retail,Increasing,High,140796.11,Master’s Degree,1,7107,9468,20.55,63.64,Germany,55.48,2,0.44277489795803726,2
Geochemist,Retail,Decreasing,Low,58610.26,High School,16,9744,3972,98.35,35.72,Canada,27.23,2,0.44274836772111503,1
Building surveyor,Transportation,Increasing,Low,62828.37,Bachelor’s Degree,6,4099,6401,79.93,71.86,USA,29.77,2,0.44274523863155996,2
Seismic interpreter,Retail,Decreasing,Moderate,90301.96,Bachelor’s Degree,10,7115,9064,29.08,67.5,Brazil,22.98,2,0.4426982894341522,2
"Engineer, land",Finance,Increasing,Moderate,99698.68,Bachelor’s Degree,13,9089,4916,97.51,91.08,USA,62.22,2,0.44269550682470166,2
Editorial assistant,Manufacturing,Decreasing,Moderate,84490.22,Master’s Degree,8,1704,2377,19.33,67.47,Canada,54.21,2,0.442694875848193,2
Manufacturing engineer,Entertainment,Decreasing,Moderate,116217.0,Bachelor’s Degree,11,3472,6545,46.86,31.16,Germany,78.45,2,0.4426937441194747,1
Tax inspector,Finance,Increasing,Low,149324.38,High School,18,3993,3345,25.52,7.38,Germany,63.88,2,0.4426740122510666,0
IT trainer,Education,Decreasing,Moderate,147634.49,PhD,15,1738,8454,88.55,41.67,China,67.99,2,0.4426691851271077,1
Insurance underwriter,Transportation,Increasing,Low,87034.48,PhD,11,5451,3012,64.55,22.54,Australia,56.39,2,0.442650313438987,0
"Buyer, retail",Manufacturing,Decreasing,High,69805.77,PhD,15,4111,4476,39.81,96.48,Brazil,47.95,2,0.44263154002205396,2
Cytogeneticist,Retail,Increasing,Moderate,90149.72,Master’s Degree,11,7407,2922,51.42,19.25,Brazil,73.86,2,0.44262990651256645,0
Police officer,Manufacturing,Increasing,Moderate,121044.42,High School,18,1426,8349,48.35,87.71,Germany,45.36,2,0.44262291968551365,2
Broadcast journalist,Healthcare,Decreasing,High,34419.55,Associate Degree,7,5789,2941,17.07,70.47,Australia,56.72,2,0.44258709854264566,2
Haematologist,Education,Decreasing,High,114003.38,Bachelor’s Degree,1,5650,3313,11.66,67.61,Brazil,38.39,2,0.4425694559595842,2
Training and development officer,Manufacturing,Decreasing,High,43510.25,Master’s Degree,19,5936,6625,5.77,40.59,India,20.25,2,0.44254771136301185,1
Actor,Education,Increasing,High,38781.74,PhD,13,7793,8305,56.87,32.15,Germany,69.15,2,0.44250512102797446,1
Warehouse manager,Retail,Decreasing,High,97710.05,PhD,6,7027,6636,38.56,90.51,Brazil,36.21,2,0.4424875050216361,2
Armed forces logistics/support/administrative officer,Retail,Decreasing,Low,113965.96,Associate Degree,11,2103,3229,38.63,48.58,Germany,53.01,2,0.4424691617225328,1
Barrister,Entertainment,Decreasing,High,144715.48,PhD,7,6464,3487,29.65,52.43,India,44.52,2,0.44246552585177573,1
"Doctor, general practice",Healthcare,Increasing,Low,75527.79,Associate Degree,6,8789,3914,36.75,10.45,Brazil,35.76,2,0.4424617594297667,0
Sales promotion account executive,Manufacturing,Increasing,High,82492.45,PhD,13,2235,2925,54.47,68.82,USA,51.9,2,0.44245738655987826,2
Health promotion specialist,Finance,Increasing,Low,52750.66,High School,12,589,5925,42.51,32.47,India,66.67,2,0.4424567129408613,1
Arboriculturist,Education,Decreasing,High,61770.56,Associate Degree,1,6122,7299,20.65,77.86,Australia,64.5,2,0.44240245117064264,2
Water quality scientist,Transportation,Increasing,Low,77721.31,High School,10,1805,4753,63.19,68.25,USA,65.1,2,0.44239593853395665,2
"Nurse, adult",Entertainment,Increasing,High,116961.81,High School,4,3714,2748,79.97,68.78,UK,34.24,2,0.4423730121403065,2
"Doctor, hospital",Retail,Decreasing,High,70400.8,Associate Degree,19,1579,1196,65.23,2.42,China,24.19,2,0.44237049271054685,0
Field seismologist,Transportation,Decreasing,Moderate,129644.65,Master’s Degree,2,4769,8398,60.16,18.42,Germany,45.51,2,0.4423561646072567,0
Exercise physiologist,Transportation,Increasing,High,71998.89,Master’s Degree,9,9364,4513,24.61,57.86,India,71.84,2,0.4423532165472476,1
Oncologist,Transportation,Increasing,High,31564.52,Bachelor’s Degree,7,4699,3481,97.72,25.39,UK,46.29,2,0.44233721498042533,0
Fitness centre manager,IT,Decreasing,Moderate,115805.64,PhD,18,4152,6303,83.04,82.02,Australia,43.61,2,0.4423129343966579,2
"Therapist, drama",Healthcare,Increasing,Low,122995.89,PhD,18,4841,5673,91.69,51.96,Germany,22.59,2,0.4422978730966786,1
Quarry manager,Entertainment,Increasing,Moderate,50962.62,Bachelor’s Degree,19,9381,2301,35.4,7.79,UK,40.29,2,0.44229769747039643,0
Sports administrator,IT,Decreasing,Moderate,59894.93,Bachelor’s Degree,11,7845,3959,59.58,23.88,Brazil,56.71,2,0.44229649846669855,0
Operational researcher,Healthcare,Decreasing,Moderate,82141.25,PhD,12,4112,1603,10.33,94.15,UK,50.63,2,0.44229280601900023,2
Meteorologist,IT,Decreasing,Low,81164.13,High School,13,3646,5719,39.67,54.34,Germany,23.32,2,0.4422511744169267,1
Warden/ranger,Retail,Decreasing,Moderate,137001.62,High School,16,5651,2347,27.91,70.02,Brazil,57.89,2,0.44223949297611764,2
"Surveyor, land/geomatics",Entertainment,Decreasing,Moderate,91117.51,PhD,1,2442,7269,94.11,69.82,Canada,53.68,2,0.44223316482315195,2
"Psychologist, counselling",IT,Increasing,High,63553.98,Associate Degree,11,2719,4125,39.22,74.01,Germany,32.17,2,0.4422212830062356,2
"Surveyor, building",Transportation,Decreasing,Moderate,55592.35,High School,14,1844,4405,62.27,95.2,Australia,35.25,2,0.44221785918897655,2
Occupational hygienist,Transportation,Decreasing,High,47847.84,High School,7,4275,2197,97.16,91.33,UK,47.58,2,0.44220100369130616,2
Health and safety inspector,IT,Decreasing,Low,59332.04,Bachelor’s Degree,18,3697,8555,56.64,75.22,UK,39.27,2,0.44217261709054906,2
Records manager,IT,Increasing,Low,56773.57,PhD,5,7758,190,34.11,91.16,Canada,29.27,2,0.4421711091990756,2
Television camera operator,IT,Increasing,Moderate,123544.03,Bachelor’s Degree,6,9327,7932,59.63,73.09,China,57.11,2,0.44212665018894975,2
"Editor, commissioning",Healthcare,Decreasing,High,60888.25,Bachelor’s Degree,14,4942,8936,44.88,61.45,UK,30.58,2,0.44212165146552157,2
Automotive engineer,Entertainment,Decreasing,High,47896.32,Associate Degree,4,1113,1074,18.94,45.47,Brazil,73.86,2,0.442097142047866,1
"Surveyor, commercial/residential",Finance,Decreasing,High,75705.38,High School,1,8908,2031,75.52,77.53,Germany,57.69,2,0.4420326155582837,2
"Surveyor, insurance",Transportation,Decreasing,High,34467.8,PhD,11,8595,2356,90.03,73.46,UK,48.23,2,0.4420218079455743,2
Production engineer,Entertainment,Increasing,High,74354.84,PhD,20,7609,4072,82.27,47.37,India,60.57,2,0.44201100913424185,1
"Surveyor, land/geomatics",Healthcare,Increasing,Moderate,62066.97,High School,20,3862,6188,53.64,94.27,USA,42.84,2,0.44199853839165815,2
Museum education officer,Education,Decreasing,Low,40443.57,PhD,5,2368,1967,45.79,53.31,Germany,77.16,2,0.4419399655363277,1
Public librarian,Transportation,Decreasing,Low,79049.17,High School,16,4635,2923,72.71,95.37,UK,27.8,2,0.441936136941589,2
Make,Retail,Decreasing,Moderate,100288.32,Bachelor’s Degree,14,3343,6373,16.9,72.85,Australia,47.96,2,0.44193580031660346,2
Psychiatrist,Entertainment,Increasing,Moderate,140096.83,High School,18,6943,3386,56.55,56.36,Australia,69.51,2,0.44192313131791766,1
Insurance underwriter,Transportation,Increasing,Low,128401.39,High School,14,5957,294,48.02,0.03,USA,60.14,2,0.4418992185143867,0
"Engineer, control and instrumentation",Retail,Decreasing,Moderate,133404.45,PhD,4,1265,556,2.03,59.61,USA,68.32,2,0.44188490684135695,1
Acupuncturist,Entertainment,Increasing,Moderate,86544.35,PhD,7,7738,7101,57.11,41.26,India,43.98,2,0.44187495897335277,1
Press sub,Finance,Increasing,Moderate,137081.22,Master’s Degree,9,8332,7629,74.04,31.65,Australia,46.41,2,0.4418747931807068,1
Educational psychologist,Finance,Decreasing,Low,44075.41,High School,18,6110,6614,82.21,30.27,China,43.58,2,0.44186970848766505,1
"Therapist, occupational",Transportation,Decreasing,Moderate,110601.44,Associate Degree,15,1176,6853,18.24,68.85,Brazil,59.71,2,0.44184998030660677,2
Hospital pharmacist,IT,Increasing,High,126115.56,Master’s Degree,17,2663,3155,47.81,84.99,USA,62.45,2,0.4418317064087122,2
Applications developer,Retail,Increasing,Moderate,42017.83,PhD,15,5058,3428,91.19,81.88,India,57.89,2,0.4418284510169637,2
Animator,Healthcare,Increasing,Moderate,138241.7,Associate Degree,17,6988,3649,62.93,17.17,USA,70.37,2,0.44182418210820346,0
Newspaper journalist,Entertainment,Increasing,Low,115232.65,Associate Degree,6,4888,7645,75.24,63.68,China,23.36,2,0.4418187398985582,2
Electrical engineer,Manufacturing,Decreasing,Moderate,82806.23,Master’s Degree,15,2085,6221,48.07,0.06,China,48.86,2,0.44178842879762575,0
Sport and exercise psychologist,Education,Decreasing,Moderate,141622.97,Associate Degree,15,8252,5777,17.37,89.89,China,43.58,2,0.441742782834078,2
Maintenance engineer,Education,Increasing,Low,110070.42,Bachelor’s Degree,12,7479,3719,45.99,2.8,Canada,60.55,2,0.4417424232297197,0
"Engineer, broadcasting (operations)",Education,Decreasing,Moderate,58138.11,Associate Degree,3,762,7150,52.68,67.59,Australia,55.7,2,0.44173751821278556,2
Site engineer,Retail,Increasing,Low,127241.52,Bachelor’s Degree,0,3734,6537,68.8,17.94,Germany,68.86,2,0.44173565832583017,0
"Teacher, secondary school",Retail,Decreasing,Moderate,99020.27,PhD,14,2934,9044,13.13,66.54,Australia,48.62,2,0.4417328509900632,2
English as a second language teacher,Entertainment,Decreasing,High,127171.61,Master’s Degree,16,8196,6607,28.78,62.53,India,56.39,2,0.44171612981402714,2
"Engineer, production",Finance,Decreasing,Low,85110.15,Master’s Degree,7,4058,4870,48.01,46.55,Australia,40.96,2,0.4417076665272257,1
Market researcher,Retail,Decreasing,High,64808.84,Master’s Degree,4,4102,4516,19.88,80.54,Brazil,24.56,2,0.44169116966357397,2
"Surveyor, building",Entertainment,Increasing,Moderate,136496.2,High School,16,2275,2006,20.6,43.6,India,42.03,2,0.44168833702586224,1
"Secretary, company",Entertainment,Increasing,High,57719.5,Associate Degree,10,5051,8351,72.83,92.53,Brazil,37.14,2,0.4416848507464687,2
Chartered loss adjuster,IT,Decreasing,Moderate,112595.56,High School,12,4267,7258,79.59,1.44,China,49.54,2,0.44168381082653285,0
Museum/gallery exhibitions officer,Entertainment,Decreasing,Low,56625.88,PhD,0,6624,4575,27.16,97.03,India,53.31,2,0.44165677584241547,2
Garment/textile technologist,Education,Increasing,Low,113437.99,Associate Degree,8,8655,7595,41.43,17.37,Brazil,33.93,2,0.4416407843058728,0
"Designer, furniture",Manufacturing,Increasing,Moderate,130733.36,PhD,10,3336,8290,33.49,91.22,China,60.57,2,0.4416392670359369,2
Music tutor,Education,Increasing,High,125079.31,Associate Degree,15,3969,8174,8.22,99.4,UK,51.01,2,0.4416384742620558,2
Architect,Education,Increasing,Moderate,43240.5,Bachelor’s Degree,8,1673,9057,6.94,4.68,Germany,21.82,2,0.4416186124484254,0
"Surveyor, land/geomatics",Healthcare,Increasing,High,34123.71,Associate Degree,19,4493,4687,5.72,5.65,USA,31.71,2,0.4416152284954837,0
Horticultural consultant,Education,Decreasing,Low,120615.45,PhD,14,3215,2205,68.52,96.08,USA,77.54,2,0.44158518300872907,2
Osteopath,Healthcare,Increasing,Low,111118.06,PhD,7,5798,4236,7.2,30.7,Canada,75.29,2,0.4415689522801618,1
Brewing technologist,Retail,Decreasing,Moderate,36737.48,High School,7,7410,6371,22.16,74.97,India,77.52,2,0.4415600612980379,2
Stage manager,IT,Decreasing,Moderate,102439.74,Associate Degree,5,3188,5674,7.46,77.86,Germany,27.16,2,0.44151509685454465,2
Industrial buyer,IT,Increasing,Moderate,89819.3,Master’s Degree,1,6805,7550,27.26,85.91,Canada,45.03,2,0.4415009104907964,2
"Secretary, company",Finance,Increasing,High,36545.8,Master’s Degree,12,3882,8672,58.84,56.54,India,59.16,2,0.4414838735075676,1
"Psychologist, prison and probation services",Transportation,Increasing,Moderate,109269.89,Associate Degree,18,3714,7281,56.8,76.93,Brazil,50.85,2,0.44147514558629725,2
Fish farm manager,IT,Decreasing,High,51758.18,Associate Degree,7,7576,6983,0.3,61.08,India,43.66,2,0.44147374561899844,2
"Engineer, biomedical",Entertainment,Decreasing,High,111060.22,Bachelor’s Degree,17,1104,2848,23.37,46.81,Germany,71.1,2,0.4414709300880497,1
Quarry manager,Manufacturing,Increasing,Moderate,122704.27,PhD,17,6368,9349,2.05,86.89,Canada,51.81,2,0.44146735124794373,2
Energy engineer,Manufacturing,Decreasing,Low,54823.03,Associate Degree,5,8122,2804,79.47,67.08,India,36.62,2,0.44144962601438975,2
Energy engineer,Education,Decreasing,High,98361.86,Associate Degree,13,4251,5242,9.96,92.98,Brazil,64.87,2,0.44144878053142583,2
Insurance claims handler,Manufacturing,Decreasing,High,61873.33,Master’s Degree,4,8298,6256,93.45,69.62,UK,36.97,2,0.4414220948786358,2
Web designer,Entertainment,Decreasing,Moderate,48972.34,Associate Degree,8,3978,6490,85.42,72.79,Germany,33.91,2,0.44142181904453814,2
Electrical engineer,Transportation,Increasing,Moderate,77921.39,PhD,9,2604,9114,93.27,6.07,Brazil,33.21,2,0.44141501822442697,0
Television floor manager,Finance,Decreasing,High,71687.94,Bachelor’s Degree,4,3628,8853,7.04,80.02,China,55.26,2,0.4414093407996133,2
Broadcast presenter,Manufacturing,Increasing,High,86510.88,Associate Degree,1,4787,3952,14.64,91.5,USA,73.82,2,0.4414052773819876,2
Psychiatric nurse,Healthcare,Increasing,Low,114696.61,Associate Degree,14,1468,9858,58.49,0.44,China,40.85,2,0.4414017188840145,0
Volunteer coordinator,Finance,Increasing,High,47892.86,Master’s Degree,15,5801,2645,11.43,77.71,UK,69.92,2,0.44139101730288877,2
"Producer, radio",Healthcare,Increasing,Moderate,93701.13,Associate Degree,8,5660,3398,62.25,95.36,Brazil,71.86,2,0.44138865588763954,2
Hydrologist,Healthcare,Decreasing,High,67457.64,High School,16,7522,4804,91.23,28.91,India,64.49,2,0.4413800369016365,0
"Engineer, water",Healthcare,Decreasing,Moderate,90878.69,Bachelor’s Degree,4,6776,6692,89.62,58.65,China,21.91,2,0.4413713793651073,1
Seismic interpreter,Healthcare,Decreasing,Moderate,139123.73,High School,1,6909,9005,46.61,10.52,Germany,31.31,2,0.4413612595306664,0
Building control surveyor,Finance,Increasing,Low,69084.17,Bachelor’s Degree,0,3550,5665,35.83,70.16,China,47.68,2,0.44133295528216365,2
Emergency planning/management officer,Education,Increasing,Moderate,137625.53,Bachelor’s Degree,7,1473,2045,80.73,3.03,Germany,51.02,2,0.44133085123273896,0
"Scientist, research (medical)",IT,Increasing,Low,84094.99,Bachelor’s Degree,18,8858,8271,97.85,91.19,China,20.34,2,0.4413269032005913,2
Diplomatic Services operational officer,IT,Increasing,Low,53970.05,PhD,15,5995,2923,49.22,35.96,China,51.07,2,0.4413234572685114,1
Town planner,Healthcare,Increasing,High,95418.99,Master’s Degree,5,443,4245,27.85,87.6,India,68.53,2,0.4413211124423544,2
Physiological scientist,Healthcare,Increasing,High,62792.73,Bachelor’s Degree,4,6280,5526,45.67,63.95,USA,31.96,2,0.44132084530221083,2
Editorial assistant,Transportation,Increasing,High,129032.87,Associate Degree,19,3272,8174,32.28,41.24,Canada,76.14,2,0.4412949293882728,1
Town planner,Manufacturing,Increasing,High,74671.86,Bachelor’s Degree,6,2415,2266,50.1,68.2,Germany,45.39,2,0.4412831547698291,2
"Accountant, chartered management",Transportation,Decreasing,Moderate,123740.46,Associate Degree,14,4030,4348,56.75,69.21,Australia,48.62,2,0.44127671766857035,2
Osteopath,Transportation,Increasing,Low,89386.88,Associate Degree,17,5672,6790,67.73,58.7,India,34.96,2,0.441274667511052,1
Sports administrator,Education,Increasing,Low,115990.33,Associate Degree,19,4422,3484,36.65,69.76,USA,49.22,2,0.44125821475616833,2
Conference centre manager,Transportation,Increasing,High,118241.97,Bachelor’s Degree,5,4650,8997,6.48,65.67,India,45.15,2,0.4412524432129057,2
Chartered legal executive (England and Wales),Retail,Decreasing,Low,36594.44,Master’s Degree,1,8299,8877,0.54,16.91,Brazil,27.99,2,0.4412488487821747,0
